lon,lat,age (Ma),label,source
-2.0571,36.2311,18.03,negative,"HOERNLE K. A., VAN DEN BOGAARD P., DUGGEN S., MOCEK B., GARBE-SCH�NBERG D.:    EVIDENCE FOR MIOCENE SUBDUCTION BENEATH THE ALBORAN SEA: 40AR/39AR DATING AND GEOCHEMISTRY OF VOLCANIC ROCKS FROM HOLES 977A AND 978A  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 161   [1999] 357-373    doi: 10.2973/odp.proc.sr.161.264.1999"
-2.0571,36.2311,13.03,negative,"HOERNLE K. A., VAN DEN BOGAARD P., DUGGEN S., MOCEK B., GARBE-SCH�NBERG D.:    EVIDENCE FOR MIOCENE SUBDUCTION BENEATH THE ALBORAN SEA: 40AR/39AR DATING AND GEOCHEMISTRY OF VOLCANIC ROCKS FROM HOLES 977A AND 978A  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 161   [1999] 357-373    doi: 10.2973/odp.proc.sr.161.264.1999"
-2.0571,36.2311,8.030000000000001,negative,"HOERNLE K. A., VAN DEN BOGAARD P., DUGGEN S., MOCEK B., GARBE-SCH�NBERG D.:    EVIDENCE FOR MIOCENE SUBDUCTION BENEATH THE ALBORAN SEA: 40AR/39AR DATING AND GEOCHEMISTRY OF VOLCANIC ROCKS FROM HOLES 977A AND 978A  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 161   [1999] 357-373    doi: 10.2973/odp.proc.sr.161.264.1999"
-2.0571,36.2311,3.030000000000001,negative,"HOERNLE K. A., VAN DEN BOGAARD P., DUGGEN S., MOCEK B., GARBE-SCH�NBERG D.:    EVIDENCE FOR MIOCENE SUBDUCTION BENEATH THE ALBORAN SEA: 40AR/39AR DATING AND GEOCHEMISTRY OF VOLCANIC ROCKS FROM HOLES 977A AND 978A  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 161   [1999] 357-373    doi: 10.2973/odp.proc.sr.161.264.1999"
-3.0322,35.9412,23.03,negative,"DUGGEN S., HOERNLE K. A., KL�GEL A., GELDMACHER J., THIRLWALL M. F., HAUFF F., LOWRY D., OATES N.:    GEOCHEMICAL ZONATION OF THE MIOCENE ALBORAN BASIN VOLCANISM (WESTERNMOST MEDITERRANEAN): GEODYNAMIC IMPLICATIONS  CONTRIB. MINERAL. PETROL. 156   [2008] 577-593    GeoReM-id: 4334   doi: 10.1007/s00410-008-0302-4"
-3.0322,35.9412,18.03,negative,"DUGGEN S., HOERNLE K. A., KL�GEL A., GELDMACHER J., THIRLWALL M. F., HAUFF F., LOWRY D., OATES N.:    GEOCHEMICAL ZONATION OF THE MIOCENE ALBORAN BASIN VOLCANISM (WESTERNMOST MEDITERRANEAN): GEODYNAMIC IMPLICATIONS  CONTRIB. MINERAL. PETROL. 156   [2008] 577-593    GeoReM-id: 4334   doi: 10.1007/s00410-008-0302-4"
-3.0322,35.9412,13.03,negative,"DUGGEN S., HOERNLE K. A., KL�GEL A., GELDMACHER J., THIRLWALL M. F., HAUFF F., LOWRY D., OATES N.:    GEOCHEMICAL ZONATION OF THE MIOCENE ALBORAN BASIN VOLCANISM (WESTERNMOST MEDITERRANEAN): GEODYNAMIC IMPLICATIONS  CONTRIB. MINERAL. PETROL. 156   [2008] 577-593    GeoReM-id: 4334   doi: 10.1007/s00410-008-0302-4"
-3.0322,35.9412,8.030000000000001,negative,"DUGGEN S., HOERNLE K. A., KL�GEL A., GELDMACHER J., THIRLWALL M. F., HAUFF F., LOWRY D., OATES N.:    GEOCHEMICAL ZONATION OF THE MIOCENE ALBORAN BASIN VOLCANISM (WESTERNMOST MEDITERRANEAN): GEODYNAMIC IMPLICATIONS  CONTRIB. MINERAL. PETROL. 156   [2008] 577-593    GeoReM-id: 4334   doi: 10.1007/s00410-008-0302-4"
-3.0322,35.9412,3.030000000000001,negative,"DUGGEN S., HOERNLE K. A., KL�GEL A., GELDMACHER J., THIRLWALL M. F., HAUFF F., LOWRY D., OATES N.:    GEOCHEMICAL ZONATION OF THE MIOCENE ALBORAN BASIN VOLCANISM (WESTERNMOST MEDITERRANEAN): GEODYNAMIC IMPLICATIONS  CONTRIB. MINERAL. PETROL. 156   [2008] 577-593    GeoReM-id: 4334   doi: 10.1007/s00410-008-0302-4"
-73.0,-45.6,23.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,18.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,13.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,8.030000000000001,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,3.030000000000001,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,-1.9699999999999989,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,23.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,18.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,13.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,8.030000000000001,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,3.030000000000001,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,-1.9699999999999989,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,23.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,18.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,13.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,8.030000000000001,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,3.030000000000001,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,-1.9699999999999989,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,23.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,18.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,13.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,8.030000000000001,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,3.030000000000001,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,-1.9699999999999989,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
146.0,44.0,23.03,negative,"MARTYNOV A. YU., MARTYNOV YU. A., RYBIN A. V., KIMURA J.-I.:    ROLE OF BACK-ARC TECTONICS IN THE ORIGIN OF SUBDUCTION MAGMAS: NEW SR, ND, AND PB ISOTOPE DATA FROM MIDDLE MIOCENE LAVAS OF KUNASHIR ISLAND (KURILE ISLAND ARC)  RUSS. GEOL. GEOPHYS. 56   [2015] 363-378    doi: 10.1016/j.rgg.2015.02.001"
146.0,44.0,18.03,negative,"MARTYNOV A. YU., MARTYNOV YU. A., RYBIN A. V., KIMURA J.-I.:    ROLE OF BACK-ARC TECTONICS IN THE ORIGIN OF SUBDUCTION MAGMAS: NEW SR, ND, AND PB ISOTOPE DATA FROM MIDDLE MIOCENE LAVAS OF KUNASHIR ISLAND (KURILE ISLAND ARC)  RUSS. GEOL. GEOPHYS. 56   [2015] 363-378    doi: 10.1016/j.rgg.2015.02.001"
146.0,44.0,13.03,negative,"MARTYNOV A. YU., MARTYNOV YU. A., RYBIN A. V., KIMURA J.-I.:    ROLE OF BACK-ARC TECTONICS IN THE ORIGIN OF SUBDUCTION MAGMAS: NEW SR, ND, AND PB ISOTOPE DATA FROM MIDDLE MIOCENE LAVAS OF KUNASHIR ISLAND (KURILE ISLAND ARC)  RUSS. GEOL. GEOPHYS. 56   [2015] 363-378    doi: 10.1016/j.rgg.2015.02.001"
146.0,44.0,8.030000000000001,negative,"MARTYNOV A. YU., MARTYNOV YU. A., RYBIN A. V., KIMURA J.-I.:    ROLE OF BACK-ARC TECTONICS IN THE ORIGIN OF SUBDUCTION MAGMAS: NEW SR, ND, AND PB ISOTOPE DATA FROM MIDDLE MIOCENE LAVAS OF KUNASHIR ISLAND (KURILE ISLAND ARC)  RUSS. GEOL. GEOPHYS. 56   [2015] 363-378    doi: 10.1016/j.rgg.2015.02.001"
146.0,44.0,3.030000000000001,negative,"MARTYNOV A. YU., MARTYNOV YU. A., RYBIN A. V., KIMURA J.-I.:    ROLE OF BACK-ARC TECTONICS IN THE ORIGIN OF SUBDUCTION MAGMAS: NEW SR, ND, AND PB ISOTOPE DATA FROM MIDDLE MIOCENE LAVAS OF KUNASHIR ISLAND (KURILE ISLAND ARC)  RUSS. GEOL. GEOPHYS. 56   [2015] 363-378    doi: 10.1016/j.rgg.2015.02.001"
-73.0,-45.6,23.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,18.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,13.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,8.030000000000001,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,3.030000000000001,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,-1.9699999999999989,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,23.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,18.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,13.03,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,8.030000000000001,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,3.030000000000001,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
-73.0,-45.6,-1.9699999999999989,negative,"JALOWITZKI T. L. R., GERVASONI F., CONCEIAO R. V., ORIHASHI Y., BERTOTTO G. W., SUMINO H., SCHILLING M. E., NAGAO K., MORATA D., SYLVESTER P. J.:    SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR-ND-PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT  LITHOS 292-293   [2017] 179-197    GeoReM-id: 10699   doi: 10.1016/j.lithos.2017.09.008"
