lon,lat,age (Ma),label,source
-68.25,-21.2495,2.0,negative,Diaz-Rodriguez et al. 2021
-68.239965,-35.288295,2.0,negative,Diaz-Rodriguez et al. 2021
-68.2296,-21.8817,2.0,negative,Diaz-Rodriguez et al. 2021
-68.2267,-24.1583,2.0,negative,Diaz-Rodriguez et al. 2021
-68.2258,-21.8429,2.0,negative,Diaz-Rodriguez et al. 2021
-68.2222,-21.8457,2.0,negative,Diaz-Rodriguez et al. 2021
-68.2189,-24.1514,2.0,negative,Diaz-Rodriguez et al. 2021
-68.2143,-21.834,2.0,negative,Diaz-Rodriguez et al. 2021
-68.2096,-21.8485,2.0,negative,Diaz-Rodriguez et al. 2021
-68.2024,-21.8087,2.0,negative,Diaz-Rodriguez et al. 2021
-68.2013,-21.8128,2.0,negative,Diaz-Rodriguez et al. 2021
-68.1966,-21.8914,2.0,negative,Diaz-Rodriguez et al. 2021
-68.195,-21.305,2.0,negative,Diaz-Rodriguez et al. 2021
-68.187008,-35.355993,2.0,negative,Diaz-Rodriguez et al. 2021
-68.1856,-21.845,2.0,negative,Diaz-Rodriguez et al. 2021
-68.1833,-21.3,2.0,negative,Diaz-Rodriguez et al. 2021
-68.1803,-22.0089,2.0,negative,Diaz-Rodriguez et al. 2021
-68.17917,-21.30222,2.0,negative,Diaz-Rodriguez et al. 2021
-68.1789,-21.8314,2.0,negative,Diaz-Rodriguez et al. 2021
-68.1766,-21.8434,2.0,negative,Diaz-Rodriguez et al. 2021
-68.175,-21.3139,2.0,negative,Diaz-Rodriguez et al. 2021
-68.1681,-21.3153,2.0,negative,Diaz-Rodriguez et al. 2021
-68.165,-21.31,2.0,negative,Diaz-Rodriguez et al. 2021
-68.1616,-21.828,2.0,negative,Diaz-Rodriguez et al. 2021
-68.1605,-21.8616,2.0,negative,Diaz-Rodriguez et al. 2021
-68.158,-21.8672,2.0,negative,Diaz-Rodriguez et al. 2021
-68.1544,-21.8418,2.0,negative,Diaz-Rodriguez et al. 2021
-68.1531,-21.8813,2.0,negative,Diaz-Rodriguez et al. 2021
-68.1487,-21.842,2.0,negative,Diaz-Rodriguez et al. 2021
-68.144655,-36.196157,2.0,negative,Diaz-Rodriguez et al. 2021
-68.1406,-21.8189,2.0,negative,Diaz-Rodriguez et al. 2021
-68.1242,-21.8458,2.0,negative,Diaz-Rodriguez et al. 2021
-68.110397,-35.19853,2.0,negative,Diaz-Rodriguez et al. 2021
-68.0922,-21.9172,2.0,negative,Diaz-Rodriguez et al. 2021
-68.092,-21.2915,2.0,negative,Diaz-Rodriguez et al. 2021
-68.083653,-35.887842,2.0,negative,Diaz-Rodriguez et al. 2021
-68.068029,-35.437237,2.0,negative,Diaz-Rodriguez et al. 2021
-68.0258,-22.8764,2.0,negative,Diaz-Rodriguez et al. 2021
-68.013528,-35.154944,2.0,negative,Diaz-Rodriguez et al. 2021
-67.967429,-35.477316,2.0,negative,Diaz-Rodriguez et al. 2021
-67.9528,-22.4144,2.0,negative,Diaz-Rodriguez et al. 2021
-67.9347,-22.6528,2.0,negative,Diaz-Rodriguez et al. 2021
-67.9311,-22.8267,2.0,negative,Diaz-Rodriguez et al. 2021
-67.9308,-22.8183,2.0,negative,Diaz-Rodriguez et al. 2021
-67.9303,-22.8331,2.0,negative,Diaz-Rodriguez et al. 2021
-67.9172,-22.805,2.0,negative,Diaz-Rodriguez et al. 2021
-67.9056,-22.5542,2.0,negative,Diaz-Rodriguez et al. 2021
-67.9044,-22.6367,2.0,negative,Diaz-Rodriguez et al. 2021
-67.9008,-22.6839,2.0,negative,Diaz-Rodriguez et al. 2021
-67.9,-22.7206,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8983,-22.5531,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8983,-22.7217,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8981,-22.7228,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8961,-22.7028,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8914,-22.7886,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8892,-22.7089,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8889,-22.8722,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8842,-22.8608,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8744,-22.865,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8177,-23.3714,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8164,-23.3529,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8155,-23.355,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8125,-22.8853,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8108,-23.3487,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8092,-22.8808,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8082,-23.346,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8072,-23.3464,2.0,negative,Diaz-Rodriguez et al. 2021
-67.8005,-23.3337,2.0,negative,Diaz-Rodriguez et al. 2021
-67.7971,-23.3262,2.0,negative,Diaz-Rodriguez et al. 2021
-67.7823,-23.3217,2.0,negative,Diaz-Rodriguez et al. 2021
-67.7771,-23.321,2.0,negative,Diaz-Rodriguez et al. 2021
-67.775,-23.3233,2.0,negative,Diaz-Rodriguez et al. 2021
-67.7742,-23.3307,2.0,negative,Diaz-Rodriguez et al. 2021
-67.7624,-23.3341,2.0,negative,Diaz-Rodriguez et al. 2021
-67.757,-23.3351,2.0,negative,Diaz-Rodriguez et al. 2021
-67.7533,-23.3244,2.0,negative,Diaz-Rodriguez et al. 2021
-67.7513,-23.3341,2.0,negative,Diaz-Rodriguez et al. 2021
-67.7512,-23.3346,2.0,negative,Diaz-Rodriguez et al. 2021
-67.7511,-23.4,2.0,negative,Diaz-Rodriguez et al. 2021
-67.7243,-23.39,2.0,negative,Diaz-Rodriguez et al. 2021
-67.7207,-23.3954,2.0,negative,Diaz-Rodriguez et al. 2021
-67.7197,-23.3949,2.0,negative,Diaz-Rodriguez et al. 2021
-67.7184,-23.3952,2.0,negative,Diaz-Rodriguez et al. 2021
-67.7086,-25.6161,2.0,negative,Diaz-Rodriguez et al. 2021
-67.6,-24.0,2.0,negative,Diaz-Rodriguez et al. 2021
-67.52031,-37.05717,2.0,negative,Diaz-Rodriguez et al. 2021
-67.49917,-36.99872,2.0,negative,Diaz-Rodriguez et al. 2021
-67.49233,-36.97117,2.0,negative,Diaz-Rodriguez et al. 2021
-66.55,-24.18,2.0,negative,Diaz-Rodriguez et al. 2021
-66.5,-24.0,2.0,negative,Diaz-Rodriguez et al. 2021
-66.5,-24.2,2.0,negative,Diaz-Rodriguez et al. 2021
-66.4167,-24.0,2.0,negative,Diaz-Rodriguez et al. 2021
-66.1676,-24.7433,2.0,negative,Diaz-Rodriguez et al. 2021
-1.35,-37.44,2.0,negative,Diaz-Rodriguez et al. 2021
-70.285,-41.53413,3.0,negative,Diaz-Rodriguez et al. 2021
-70.13,-45.63,3.0,negative,Diaz-Rodriguez et al. 2021
-70.1,-41.0,3.0,negative,Diaz-Rodriguez et al. 2021
-70.0,-41.4,3.0,negative,Diaz-Rodriguez et al. 2021
-70.0,-42.0,3.0,negative,Diaz-Rodriguez et al. 2021
-69.88736,-43.67003,3.0,negative,Diaz-Rodriguez et al. 2021
-69.35825,-41.76585,3.0,negative,Diaz-Rodriguez et al. 2021
-69.28802,-42.26238,3.0,negative,Diaz-Rodriguez et al. 2021
-68.95487,-45.25665,3.0,negative,Diaz-Rodriguez et al. 2021
-68.8,-40.3,3.0,negative,Diaz-Rodriguez et al. 2021
-68.5,-39.8,3.0,negative,Diaz-Rodriguez et al. 2021
-71.5,-38.5,4.0,negative,Diaz-Rodriguez et al. 2021
-71.1,-38.73,4.0,negative,Diaz-Rodriguez et al. 2021
-70.2067,-45.2967,4.0,negative,Diaz-Rodriguez et al. 2021
-70.1083,-44.8683,4.0,negative,Diaz-Rodriguez et al. 2021
-70.07,-44.87,4.0,negative,Diaz-Rodriguez et al. 2021
-69.9733,-45.1983,4.0,negative,Diaz-Rodriguez et al. 2021
-69.973,-45.198,4.0,negative,Diaz-Rodriguez et al. 2021
-69.57,-37.6967,4.0,negative,Diaz-Rodriguez et al. 2021
-69.3483,-45.5067,4.0,negative,Diaz-Rodriguez et al. 2021
-68.955,-37.3242,4.0,negative,Diaz-Rodriguez et al. 2021
-68.944,-37.09,4.0,negative,Diaz-Rodriguez et al. 2021
-68.9383,-37.3242,4.0,negative,Diaz-Rodriguez et al. 2021
-68.8833,-19.75,4.0,negative,Diaz-Rodriguez et al. 2021
-68.5833,-21.1833,4.0,negative,Diaz-Rodriguez et al. 2021
-68.5167,-21.55,4.0,negative,Diaz-Rodriguez et al. 2021
-68.4833,-21.4,4.0,negative,Diaz-Rodriguez et al. 2021
-68.4731,-21.5156,4.0,negative,Diaz-Rodriguez et al. 2021
-68.4725,-21.5153,4.0,negative,Diaz-Rodriguez et al. 2021
-68.4708,-21.5131,4.0,negative,Diaz-Rodriguez et al. 2021
-68.45,-21.6,4.0,negative,Diaz-Rodriguez et al. 2021
-68.4497,-21.4047,4.0,negative,Diaz-Rodriguez et al. 2021
-68.4494,-21.4047,4.0,negative,Diaz-Rodriguez et al. 2021
-68.4494,-21.405,4.0,negative,Diaz-Rodriguez et al. 2021
-68.4483,-21.3769,4.0,negative,Diaz-Rodriguez et al. 2021
-68.4478,-21.375,4.0,negative,Diaz-Rodriguez et al. 2021
-68.3897,-21.4389,4.0,negative,Diaz-Rodriguez et al. 2021
-68.3894,-21.4386,4.0,negative,Diaz-Rodriguez et al. 2021
-68.3875,-21.4397,4.0,negative,Diaz-Rodriguez et al. 2021
-68.3869,-21.4392,4.0,negative,Diaz-Rodriguez et al. 2021
-68.2833,-21.7667,4.0,negative,Diaz-Rodriguez et al. 2021
-68.2431,-21.6358,4.0,negative,Diaz-Rodriguez et al. 2021
-68.2333,-21.7833,4.0,negative,Diaz-Rodriguez et al. 2021
-68.2317,-21.5842,4.0,negative,Diaz-Rodriguez et al. 2021
-68.2058,-21.655,4.0,negative,Diaz-Rodriguez et al. 2021
-68.1683,-21.6903,4.0,negative,Diaz-Rodriguez et al. 2021
-68.1664,-21.6922,4.0,negative,Diaz-Rodriguez et al. 2021
-68.165,-21.6969,4.0,negative,Diaz-Rodriguez et al. 2021
-67.7534,-23.3319,4.0,negative,Diaz-Rodriguez et al. 2021
-67.7513,-23.3338,4.0,negative,Diaz-Rodriguez et al. 2021
-67.42,-23.17,4.0,negative,Diaz-Rodriguez et al. 2021
-66.7,-22.85,7.0,negative,Diaz-Rodriguez et al. 2021
-65.8853,-24.3047,7.0,negative,Diaz-Rodriguez et al. 2021
-65.8747,-24.4075,7.0,negative,Diaz-Rodriguez et al. 2021
-65.8683,-24.3542,7.0,negative,Diaz-Rodriguez et al. 2021
-65.8589,-24.3808,7.0,negative,Diaz-Rodriguez et al. 2021
-65.8419,-24.5472,7.0,negative,Diaz-Rodriguez et al. 2021
-66.1414,-22.8731,8.0,negative,Diaz-Rodriguez et al. 2021
-66.0718,-22.8995,8.0,negative,Diaz-Rodriguez et al. 2021
-66.065,-22.8893,8.0,negative,Diaz-Rodriguez et al. 2021
-65.8464,-24.5483,8.0,negative,Diaz-Rodriguez et al. 2021
-66.4,-24.1,9.0,negative,Diaz-Rodriguez et al. 2021
-65.8917,-24.4925,11.0,negative,Diaz-Rodriguez et al. 2021
-65.7661,-24.5217,13.0,negative,Diaz-Rodriguez et al. 2021
-65.692,-21.518,20.0,negative,Diaz-Rodriguez et al. 2021
-70.5,-33.375,25.0,negative,Diaz-Rodriguez et al. 2021
-70.66,-33.385,26.0,negative,Diaz-Rodriguez et al. 2021
-70.66,-33.385,27.0,negative,Diaz-Rodriguez et al. 2021
-70.66,-33.385,28.0,negative,Diaz-Rodriguez et al. 2021
-69.9989,-42.0544,30.0,negative,Diaz-Rodriguez et al. 2021
-69.5,-42.5,30.0,negative,Diaz-Rodriguez et al. 2021
-70.66,-33.385,31.0,negative,Diaz-Rodriguez et al. 2021
-66.28,-27.37083333,5.5,positive,Hoggard et al. (2020)
-69.36666667,-31.3,267.0,positive,Hoggard et al. (2020)
-66.65,-27.26666667,8.5,positive,Hoggard et al. (2020)
-66.60888889,-27.32972222,7.5,positive,Hoggard et al. (2020)
-67.30833333,-48.075,200.0,positive,Hoggard et al. (2020)
-66.56666667,-27.28333333,8.0,positive,Hoggard et al. (2020)
-67.9,-26.3,13.999999999999998,positive,Hoggard et al. (2020)
-70.58333333,-38.25,74.0,positive,Hoggard et al. (2020)
-69.16666667,-30.0,261.0,positive,Hoggard et al. (2020)
-70.05,-31.95,12.999999999999998,positive,Hoggard et al. (2020)
-66.6,-24.13333333,,positive,Hoggard et al. (2020)
-69.63333333,-30.93333333,,positive,Hoggard et al. (2020)
-66.21666667,-27.38333333,,positive,Hoggard et al. (2020)
-66.7625,-25.14444444,15.0,positive,Hoggard et al. (2020)
-70.63333333,-39.18333333,281.00000000000006,positive,Hoggard et al. (2020)
-70.17666667,-31.24166667,,positive,Hoggard et al. (2020)
-67.75,-29.0,4.4,positive,Hoggard et al. (2020)
-65.86666667,-24.2,15.0,positive,Hoggard et al. (2020)
-69.08333333,-32.41666667,13.999999999999998,positive,Hoggard et al. (2020)
-69.1,-32.48333333,13.999999999999998,positive,Hoggard et al. (2020)
-70.46666667,-37.4325,45.0,positive,Hoggard et al. (2020)
-69.43333333,-32.25,260.0,positive,Hoggard et al. (2020)
-67.78333333,-24.56666667,29.000000000000004,positive,Hoggard et al. (2020)
-67.73333333,-24.58333333,31.000000000000004,positive,Hoggard et al. (2020)
-69.43916667,-32.13777778,263.5,positive,Hoggard et al. (2020)
46.18833333,38.92194444,39.5,positive,Hoggard et al. (2020)
44.51666667,40.63333333,33.0,positive,Hoggard et al. (2020)
46.02277778,39.375,22.0,positive,Hoggard et al. (2020)
46.13777778,39.14388889,22.0,positive,Hoggard et al. (2020)
46.46666667,39.1,143.50000000000003,positive,Hoggard et al. (2020)
44.85666667,41.10472222,121.0,positive,Hoggard et al. (2020)
140.2369444,-32.76555556,440.0,positive,Hoggard et al. (2020)
148.26,-20.57,265.0,positive,Hoggard et al. (2020)
116.359656,-32.737775,2620.0,positive,Hoggard et al. (2020)
149.0,-33.46666667,448.5,positive,Hoggard et al. (2020)
148.85,-33.61666667,416.00000000000006,positive,Hoggard et al. (2020)
151.6161111,-25.235,250.0,positive,Hoggard et al. (2020)
151.9166667,-25.68333333,235.00000000000003,positive,Hoggard et al. (2020)
148.8666667,-33.05,447.0,positive,Hoggard et al. (2020)
119.9577778,-21.6575,470.0,positive,Hoggard et al. (2020)
120.1083333,-20.88888889,3234.0,positive,Hoggard et al. (2020)
148.0086111,-37.57361111,410.0,positive,Hoggard et al. (2020)
148.0333333,-32.91666667,441.5,positive,Hoggard et al. (2020)
148.84,-34.27388889,430.0,positive,Hoggard et al. (2020)
119.8722222,-21.79166667,2630.0,positive,Hoggard et al. (2020)
150.8763889,-24.66833333,235.00000000000003,positive,Hoggard et al. (2020)
150.63,-23.69,246.0,positive,Hoggard et al. (2020)
147.4166667,-33.96666667,445.0,positive,Hoggard et al. (2020)
147.5333333,-33.71666667,470.0,positive,Hoggard et al. (2020)
150.4,-23.6,245.0,positive,Hoggard et al. (2020)
151.3666667,-24.81666667,235.00000000000003,positive,Hoggard et al. (2020)
147.95,-20.2,,positive,Hoggard et al. (2020)
140.1688889,-20.34194444,,positive,Hoggard et al. (2020)
152.3713889,-29.83944444,,positive,Hoggard et al. (2020)
146.9777778,-20.57861111,285.00000000000006,positive,Hoggard et al. (2020)
143.4236111,-18.25361111,310.0,positive,Hoggard et al. (2020)
148.2166667,-32.75,,positive,Hoggard et al. (2020)
150.4577778,-23.61111111,250.0,positive,Hoggard et al. (2020)
142.6075,-37.61138889,505.0,positive,Hoggard et al. (2020)
146.7786111,-20.42472222,285.00000000000006,positive,Hoggard et al. (2020)
150.8730556,-24.8075,235.00000000000003,positive,Hoggard et al. (2020)
148.6666667,-32.76666667,390.0,positive,Hoggard et al. (2020)
150.6927778,-23.00277778,220.0,positive,Hoggard et al. (2020)
46.75,40.01666667,135.0,positive,Hoggard et al. (2020)
45.85,40.63333333,135.0,positive,Hoggard et al. (2020)
46.15,40.53333333,135.0,positive,Hoggard et al. (2020)
45.79138889,40.56444444,1141.0,positive,Hoggard et al. (2020)
46.05,39.05,40.0,positive,Hoggard et al. (2020)
5.916666667,50.28333333,419.00000000000006,positive,Hoggard et al. (2020)
-51.6,-17.53333333,840.0,positive,Hoggard et al. (2020)
-49.36666667,-14.25,840.0,positive,Hoggard et al. (2020)
-49.61666667,-6.4,1880.0,positive,Hoggard et al. (2020)
23.98333333,42.58333333,89.5,positive,Hoggard et al. (2020)
27.53444444,41.97416667,80.5,positive,Hoggard et al. (2020)
24.03333333,42.75,92.0,positive,Hoggard et al. (2020)
24.08527778,42.72,90.0,positive,Hoggard et al. (2020)
23.41666667,42.48333333,76.0,positive,Hoggard et al. (2020)
26.29583333,42.34222222,81.0,positive,Hoggard et al. (2020)
25.25,42.11666667,33.0,positive,Hoggard et al. (2020)
24.33916667,42.35527778,90.0,positive,Hoggard et al. (2020)
24.22805556,42.34805556,86.0,positive,Hoggard et al. (2020)
-120.515,50.66111111,205.50000000000003,positive,Hoggard et al. (2020)
-120.5308333,50.61416667,205.50000000000003,positive,Hoggard et al. (2020)
-120.5261111,49.64833333,179.00000000000003,positive,Hoggard et al. (2020)
-91.0,49.83333333,2500.0,positive,Hoggard et al. (2020)
-126.2319444,55.00277778,52.5,positive,Hoggard et al. (2020)
-127.435,53.80361111,49.5,positive,Hoggard et al. (2020)
-120.9966667,50.49416667,200.0,positive,Hoggard et al. (2020)
-126.8944444,54.80972222,52.5,positive,Hoggard et al. (2020)
-120.0055556,49.87777778,143.00000000000003,positive,Hoggard et al. (2020)
-131.0925,56.66666667,195.0,positive,Hoggard et al. (2020)
-137.6166667,62.41666667,,positive,Hoggard et al. (2020)
-138.8291667,62.73611111,73.0,positive,Hoggard et al. (2020)
-125.9833333,49.25555556,36.0,positive,Hoggard et al. (2020)
-74.23333333,49.86666667,2715.0,positive,Hoggard et al. (2020)
-124.5436111,55.26305556,188.0,positive,Hoggard et al. (2020)
-127.2333333,53.53333333,86.0,positive,Hoggard et al. (2020)
-131.3469444,57.11638889,212.00000000000003,positive,Hoggard et al. (2020)
-120.5552778,49.34027778,198.5,positive,Hoggard et al. (2020)
-60.36666667,46.08333333,621.0,positive,Hoggard et al. (2020)
-79.0,48.26666667,2700.0,positive,Hoggard et al. (2020)
-126.1663889,55.24777778,50.0,positive,Hoggard et al. (2020)
-129.1072222,58.48388889,186.0,positive,Hoggard et al. (2020)
-123.6255556,51.46361111,79.0,positive,Hoggard et al. (2020)
-120.4233333,50.64333333,,positive,Hoggard et al. (2020)
-131.45,57.125,207.50000000000003,positive,Hoggard et al. (2020)
-123.4166667,49.5,,positive,Hoggard et al. (2020)
-65.51944444,48.96666667,348.00000000000006,positive,Hoggard et al. (2020)
-121.0333333,49.16666667,,positive,Hoggard et al. (2020)
-122.2875,52.51805556,210.0,positive,Hoggard et al. (2020)
-129.8266667,58.25361111,,positive,Hoggard et al. (2020)
-126.1566667,54.94638889,51.0,positive,Hoggard et al. (2020)
-120.9205556,50.43277778,,positive,Hoggard et al. (2020)
-127.1780556,53.68111111,82.00000000000001,positive,Hoggard et al. (2020)
-127.8580556,50.67527778,170.0,positive,Hoggard et al. (2020)
-127.4777778,50.6,171.0,positive,Hoggard et al. (2020)
-84.61527778,47.04305556,1070.0,positive,Hoggard et al. (2020)
-117.3305556,49.13333333,,positive,Hoggard et al. (2020)
-126.7594444,57.06,203.0,positive,Hoggard et al. (2020)
-126.7508333,57.00583333,200.0,positive,Hoggard et al. (2020)
-130.2688889,56.4675,193.5,positive,Hoggard et al. (2020)
-130.2436111,57.65388889,205.00000000000003,positive,Hoggard et al. (2020)
-120.9666667,50.58333333,,positive,Hoggard et al. (2020)
-126.3333333,54.75,78.0,positive,Hoggard et al. (2020)
-121.0430556,50.45027778,197.0,positive,Hoggard et al. (2020)
-125.4311111,55.92694444,184.0,positive,Hoggard et al. (2020)
-127.6833333,54.78333333,,positive,Hoggard et al. (2020)
-121.4211111,50.92388889,61.0,positive,Hoggard et al. (2020)
-81.25,48.5,2575.0,positive,Hoggard et al. (2020)
-125.5136111,55.91583333,172.0,positive,Hoggard et al. (2020)
-126.3152778,55.19444444,50.0,positive,Hoggard et al. (2020)
-124.0275,55.12388889,185.5,positive,Hoggard et al. (2020)
-121.6416667,52.55444444,202.0,positive,Hoggard et al. (2020)
-124.645,50.04666667,36.0,positive,Hoggard et al. (2020)
-127.0569444,53.67361111,84.0,positive,Hoggard et al. (2020)
-126.7333333,57.23333333,197.0,positive,Hoggard et al. (2020)
-122.6141667,51.13333333,56.5,positive,Hoggard et al. (2020)
-126.99,54.01666667,73.5,positive,Hoggard et al. (2020)
-120.46,49.75611111,,positive,Hoggard et al. (2020)
-121.0888889,51.31333333,,positive,Hoggard et al. (2020)
-131.1,56.66666667,195.0,positive,Hoggard et al. (2020)
-129.8052778,57.7,202.5,positive,Hoggard et al. (2020)
-127.9705556,50.71083333,,positive,Hoggard et al. (2020)
-130.9902778,57.36416667,220.0,positive,Hoggard et al. (2020)
-80.75,47.96666667,2633.0,positive,Hoggard et al. (2020)
-130.2627778,56.50444444,193.5,positive,Hoggard et al. (2020)
-123.4,51.10444444,85.0,positive,Hoggard et al. (2020)
-84.47833333,47.09194444,1055.0,positive,Hoggard et al. (2020)
-121.0,50.56666667,,positive,Hoggard et al. (2020)
-121.0483333,50.48555556,196.0,positive,Hoggard et al. (2020)
-120.7594444,49.29333333,,positive,Hoggard et al. (2020)
-127.215,53.75833333,82.5,positive,Hoggard et al. (2020)
-117.3666667,49.88333333,183.0,positive,Hoggard et al. (2020)
-136.6916667,62.34166667,,positive,Hoggard et al. (2020)
-71.41666667,-30.25,112.0,positive,Hoggard et al. (2020)
-69.6075,-24.39833333,,positive,Hoggard et al. (2020)
-69.91666667,-22.53333333,142.00000000000003,positive,Hoggard et al. (2020)
-69.16833333,-23.16333333,44.0,positive,Hoggard et al. (2020)
-69.23333333,-27.78333333,13.999999999999998,positive,Hoggard et al. (2020)
-69.25972222,-20.04472222,52.00000000000001,positive,Hoggard et al. (2020)
-69.08333333,-24.13333333,37.0,positive,Hoggard et al. (2020)
-68.9,-22.275,33.0,positive,Hoggard et al. (2020)
-68.70833333,-20.96305556,32.0,positive,Hoggard et al. (2020)
-68.73555556,-21.95388889,36.0,positive,Hoggard et al. (2020)
-68.88527778,-20.90166667,35.0,positive,Hoggard et al. (2020)
-69.72166667,-18.29,12.999999999999998,positive,Hoggard et al. (2020)
-68.8325,-21.92055556,36.0,positive,Hoggard et al. (2020)
-68.73333333,-21.11666667,251.5,positive,Hoggard et al. (2020)
-69.55055556,-26.25416667,42.0,positive,Hoggard et al. (2020)
-69.07638889,-22.98777778,29.000000000000004,positive,Hoggard et al. (2020)
-70.4625,-34.08861111,5.4,positive,Hoggard et al. (2020)
-69.07166667,-24.265,37.0,positive,Hoggard et al. (2020)
-69.05833333,-22.96666667,41.00000000000001,positive,Hoggard et al. (2020)
-68.81888889,-23.41083333,42.0,positive,Hoggard et al. (2020)
-69.87138889,-26.76611111,63.0,positive,Hoggard et al. (2020)
-69.88333333,-28.63333333,33.5,positive,Hoggard et al. (2020)
-69.08333333,-20.175,31.000000000000004,positive,Hoggard et al. (2020)
-68.75,-22.66666667,275.0,positive,Hoggard et al. (2020)
-69.51166667,-23.445,57.5,positive,Hoggard et al. (2020)
-70.26666667,-33.13333333,4.7,positive,Hoggard et al. (2020)
-70.5,-31.70833333,9.5,positive,Hoggard et al. (2020)
-69.24222222,-22.56416667,64.0,positive,Hoggard et al. (2020)
-68.9125,-22.38055556,33.5,positive,Hoggard et al. (2020)
-69.28055556,-19.80972222,58.00000000000001,positive,Hoggard et al. (2020)
-68.96666667,-22.46666667,35.5,positive,Hoggard et al. (2020)
-69.23333333,-23.3,,positive,Hoggard et al. (2020)
-69.42388889,-26.4875,36.5,positive,Hoggard et al. (2020)
-69.83333333,-21.91666667,132.0,positive,Hoggard et al. (2020)
-68.96666667,-19.86666667,36.0,positive,Hoggard et al. (2020)
-69.6,-28.21666667,,positive,Hoggard et al. (2020)
-69.23333333,-25.21666667,291.50000000000006,positive,Hoggard et al. (2020)
-69.33888889,-22.88055556,63.5,positive,Hoggard et al. (2020)
-69.30277778,-22.83944444,57.3,positive,Hoggard et al. (2020)
-69.45,-18.59333333,,positive,Hoggard et al. (2020)
-68.95,-22.41666667,38.0,positive,Hoggard et al. (2020)
-72.15,-46.03333333,,positive,Hoggard et al. (2020)
-68.63722222,-20.99277778,35.0,positive,Hoggard et al. (2020)
-70.23333333,-32.88333333,11.2,positive,Hoggard et al. (2020)
119.1,32.06666667,114.5,positive,Hoggard et al. (2020)
112.55,41.71666667,450.0,positive,Hoggard et al. (2020)
100.2,26.15,37.0,positive,Hoggard et al. (2020)
103.0,22.8,36.0,positive,Hoggard et al. (2020)
115.8333333,29.68333333,142.00000000000003,positive,Hoggard et al. (2020)
92.96666667,42.2,350.0,positive,Hoggard et al. (2020)
90.0,29.58333333,13.700000000000005,positive,Hoggard et al. (2020)
117.7297222,29.01888889,173.00000000000003,positive,Hoggard et al. (2020)
88.38333333,29.38333333,13.999999999999998,positive,Hoggard et al. (2020)
125.6922222,50.16666667,260.0,positive,Hoggard et al. (2020)
97.86666667,31.08333333,36.0,positive,Hoggard et al. (2020)
115.4480556,29.80916667,144.00000000000003,positive,Hoggard et al. (2020)
98.5,30.46666667,43.5,positive,Hoggard et al. (2020)
102.5833333,22.88333333,37.3,positive,Hoggard et al. (2020)
97.35,31.48333333,42.0,positive,Hoggard et al. (2020)
91.75166667,29.69166667,15.0,positive,Hoggard et al. (2020)
98.58333333,29.91666667,40.70000000000001,positive,Hoggard et al. (2020)
88.93333333,29.68333333,,positive,Hoggard et al. (2020)
91.91666667,42.53333333,348.00000000000006,positive,Hoggard et al. (2020)
91.48333333,29.58333333,13.999999999999998,positive,Hoggard et al. (2020)
92.85,42.16666667,350.0,positive,Hoggard et al. (2020)
100.5,25.66666667,36.0,positive,Hoggard et al. (2020)
97.95,31.0,36.5,positive,Hoggard et al. (2020)
98.53333333,29.83333333,38.0,positive,Hoggard et al. (2020)
97.8,31.2,37.5,positive,Hoggard et al. (2020)
90.81666667,29.46666667,14.7,positive,Hoggard et al. (2020)
99.83333333,28.03333333,213.00000000000003,positive,Hoggard et al. (2020)
91.58333333,29.6,16.0,positive,Hoggard et al. (2020)
96.76666667,32.15,41.900000000000006,positive,Hoggard et al. (2020)
99.81888889,35.29083333,,positive,Hoggard et al. (2020)
94.83333333,42.35,350.0,positive,Hoggard et al. (2020)
98.51666667,30.03333333,36.0,positive,Hoggard et al. (2020)
117.2666667,31.18333333,148.00000000000003,positive,Hoggard et al. (2020)
90.05,29.55,15.500000000000002,positive,Hoggard et al. (2020)
114.8,30.16666667,136.0,positive,Hoggard et al. (2020)
111.7,35.5,2150.0,positive,Hoggard et al. (2020)
92.61666667,42.11666667,333.0,positive,Hoggard et al. (2020)
117.4333333,49.39,183.0,positive,Hoggard et al. (2020)
97.13333333,31.68333333,46.0,positive,Hoggard et al. (2020)
88.56666667,29.51666667,162.0,positive,Hoggard et al. (2020)
101.1333333,27.4,32.0,positive,Hoggard et al. (2020)
92.52361111,42.08333333,333.0,positive,Hoggard et al. (2020)
97.73333333,31.4,40.70000000000001,positive,Hoggard et al. (2020)
97.73333333,31.25,38.5,positive,Hoggard et al. (2020)
87.53333333,29.43333333,,positive,Hoggard et al. (2020)
